"New Category Structure from October 15, 2019 - US","","","","","",""
"","","","","","",""
"L1","L2","L3","L4","L5","L6","Category ID"
"","","","","Modeling Tools & Cutters","","183336"
"","","","","Nozzle Organizers","","183337"
"","","","","Sugarcraft & Chocolate Molds","","177011"
"","","","","Other Decorating Tools","","183338"
"","","","Decorations & Cake Toppers","","","183339"
"","","","","Cake Airbrushing","","183340"
"","","","","Cake Toppers","","183341"
"","","","","Candles","","183342"
"","","","","Decorating Pens & Presses","","183343"
"","","","","Ribbons & Cords","","183348"
"","","","","Other Decorations","","183350"
"","","","Pastry Cutters","","","183351"
"","","","Pastry Forms","","","183352"
"","","","Presentation & Packaging","","","183353"
"","","","","Artificial Flowers","","183354"
"","","","","Cake Boxes & Bags","","183355"
"","","","","Cake Stands","","183356"
"","","","","Other Packaging","","183357"
"","","","Rolling Pins","","","32885"
"","","","Other Baking Accessories","","","177013"
"","","Brewing, Distilling & Wine Making","","","","260142"
"","","","Equipment","","","260139"
"","","","Ingredients","","","260140"
"","","","Supplies","","","250141"
"","","","Kits & Sets","","","260138"
"","","Cookware","","","","259322"
"","","","Casserole Pans","","","98844"
"","","","Frying & Grill Pans","","","98845"
"","","","Pan Sets","","","98847"
"","","","Saucepans & Stockpots","","","98846"
"","","","Steamers","","","260309"
"","","","Woks","","","109065"
"","","","Tagines","","","260145"
"","","","Other Cookware","","","20632"
"","","Dinnerware & Serveware","","","","36027"
"","","","Dinner Service Sets","","","36032"
"","","","Bowls","","","36028"
"","","","Butter Dishes","","","103433"
"","","","Cream & Sugar","","","103434"
"","","","Cups & Saucers","","","36029"
"","","","Egg Cups","","","101426"
"","","","Gravy Boats","","","103435"
"","","","Jugs & Pitchers","","","115729"
"","","","Mugs","","","20695"
"","","","Plates","","","36030"
"","","","Platters","","","45503"
"","","","Teapots","","","115730"
"","","","Trays","","","45505"
"","","","Trivets","","","32886"
"","","","Vacuum Jugs","","","153895"
"","","","Other Dinnerware & Serveware","","","175802"
"","","Vacuum Flasks & Mugs","","","","177006"
"","","Flatware, Knives & Cutlery","","","","20637"
"","","","Chopsticks","","","101423"
"","","","Flatware Sets","","","131608"
"","","","Flatware Storage","","","159899"
"","","","Kitchen & Steak Knives","","","177005"
"","","","Knife Blocks & Storage","","","20638"
"","","","Scissors & Shears","","","122938"
"","","","Serving Utensils & Sets","","","137750"
"","","","Single Flatware Pieces","","","20693"
"","","","Other Flatware & Cutlery","","","177004"
"","","Glassware & Drinkware","","","","20696"
"","","Kitchen Carts","","","","115753"
"","","Kitchen Islands","","","","260157"
"","","Kitchen Storage & Organization","","","","20652"
"","","","Bread Boxes","","","98849"
"","","","Canisters & Jars","","","20654"
"","","","Food Storage Bags","","","20653"
"","","","Cling Film, Foil & Food Wraps","","","179206"
"","","","Food Storage Containers","","","20655"
"","","","Lunch Containers","","","101428"
"","","","Paper Towel Holders","","","20643"
"","","","Racks & Holders","","","46283"
"","","","Spice Jars & Racks","","","20646"
"","","","Other Kitchen Storage","","","11703"
"","","Kitchen Tools & Gadgets","","","","20635"
"","","","Bento Accessories","","","178050"
"","","","Burger Presses","","","178051"
"","","","Can Openers (Manual)","","","43420"
"","","","Canning Supplies","","","178052"
"","","","Choppers","","","178053"
"","","","Colanders, Strainers & Sifters","","","20636"
"","","","Cooking Thermometers","","","43421"
"","","","Cooking Utensils","","","20649"
"","","","Cutting Boards","","","46282"
"","","","Egg & Pancake Rings","","","178054"
"","","","Egg Poachers","","","177070"
"","","","Fondues","","","260147"
"","","","Food Mills","","","260148"
"","","","Funnels","","","178055"
"","","","Garlic Presses","","","122939"
"","","","Graters & Zesters","","","134727"
"","","","Hand-Crank Ice Cream Makers","","","260149"
"","","","Ice Pop Molds","","","178056"
"","","","Jello Molds","","","115997"
"","","","Kitchen Scales","","","50419"
"","","","Manual Juicers","","","260150"
"","","","Measuring Cups & Spoons","","","134728"
"","","","Microwave Cooking Gadgets","","","20633"
"","","","Mixing Bowls","","","20642"
"","","","Mortar & Pestles","","","98853"
"","","","Nut & Shell Crackers","","","178057"
"","","","Oil & Vinegar Dispensers","","","54122"
"","","","Pasta Makers, Molds & Presses","","","178058"
"","","","Peelers & Slicers","","","20641"
"","","","Potato Mashers & Ricers","","","177007"
"","","","Refrigerator Magnets","","","20644"
"","","","Salt & Pepper","","","177008"
"","","","Scoops","","","46284"
"","","","Sharpeners","","","116005"
"","","","Spiralizers","","","260151"
"","","","Spoon Rests","","","20647"
"","","","Stove Burner Covers","","","46285"
"","","","Timers","","","98852"
"","","","Other Kitchen Tools & Gadgets","","","20651"
"","","Linens & Textiles","","","","71237"
"","","","Aprons","","","20657"
"","","","Napkin Rings & Holders","","","20658"
"","","","Napkins","","","20659"
"","","","Oven Mitts & Potholders","","","20661"
"","","","Placemats","","","20660"
"","","","Table Runners","","","20662"
"","","","Tablecloths","","","20663"
"","","","Table Linen Sets","","","71238"
"","","","Tea Cozies","","","131610"
"","","","Towels & Dishcloths","","","20664"
"","","","Other Kitchen Linen & Textiles","","","71239"
"","","Small Kitchen Appliances","","","","20667"
"","","","Bread Machines","","","20669"
"","","","Burners & Hot Plates","","","177751"
"","","","Can Openers & Crushers","","","20670"
"","","","Chafing Dishes & Warming Trays","","","27552"
"","","","Chocolate Fountains","","","169181"
"","","","Coffee, Tea & Espresso Makers","","","38250"
"","","","","Bean-to-Cup Coffee Machines","","65643"
"","","","","Coffee Grinders","","32882"
"","","","","Coffee Roasters","","177753"
"","","","","Espresso & Cappuccino Machines","","38252"
"","","","","Filter Coffee Machines","","184665"
"","","","","French Presses","","184664"
"","","","","Milk Frothers","","171754"
"","","","","Percolators, Moka Pots & Turkish Coffee Pots","","116012"
"","","","","Pod & Capsule Coffee Machines","","156775"
"","","","","Tea Infusers","","177754"
"","","","","Tea Makers","","101424"
"","","","","Coffee, Tea & Espresso Parts","","99565"
"","","","","Coffee, Tea & Espresso Accessories","","260152"
"","","","","Other Coffee, Tea & Espresso Makers","","159902"
"","","","Cotton Candy Machines","","","169180"
"","","","Countertop Blenders","","","133704"
"","","","Countertop Ice Makers","","","122929"
"","","","Countertop Mixers","","","133701"
"","","","Crepe Makers","","","170416"
"","","","Cupcake, Donut & Dessert Makers","","","122928"
"","","","Electric Egg Cookers","","","260310"
"","","","Electric Fondue Sets","","","66749"
"","","","Electric Pasta Makers","","","20680"
"","","","Electric Skillets","","","185032"
"","","","Electric Steamers","","","185013"
"","","","Food Dehydrators","","","32883"
"","","","Food Processors","","","20673"
"","","","Fryers","","","185033"
"","","","Grain Mills","","","168754"
"","","","Grills & Griddles","","","20675"
"","","","Handheld Blenders","","","184667"
"","","","Handheld Mixers","","","184668"
"","","","Hot Dog Makers","","","99633"
"","","","Ice Cream & Frozen Yoghurt Makers","","","20676"
"","","","Infrared & Convection Ovens","","","150139"
"","","","Juicers","","","20677"
"","","","Meat Grinders","","","66751"
"","","","Microwaves","","","150140"
"","","","Microwave Parts","","","159903"
"","","","Pie Makers","","","122931"
"","","","Popcorn Makers","","","66752"
"","","","Pressure Cookers","","","260311"
"","","","Raclettes","","","99643"
"","","","Rice Cookers","","","122932"
"","","","Rotisseries","","","134674"
"","","","Slicers & Electric Knives","","","20681"
"","","","Slow Cookers","","","20672"
"","","","Slushie Makers","","","170730"
"","","","Tea Kettles","","","133705"
"","","","Tea Kettle & Toaster Sets","","","178063"
"","","","Toaster Ovens","","","122930"
"","","","Toasters","","","77285"
"","","","Vacuum Sealers","","","69221"
"","","","Waffle Makers","","","168763"
"","","","Water Purification","","","54144"
"","","","","Cartridges","","54145"
"","","","","Soda Makers","","25845"
"","","","","Water Filters","","20684"
"","","","","Other Water Purification","","54146"
"","","","Yogurt Makers","","","122933"
"","","","Small Kitchen Appliance Accessories","","","184971"
"","","","Small Kitchen Appliance Parts","","","260155"
"","","","Other Small Kitchen Appliances","","","20685"
"","","Other Kitchen & Dining Items","","","","177014"
"","Lamps, Lighting & Ceiling Fans","","","","","20697"
"","","Smart Lighting","","","","185044"
"","","","Smart Light Bulbs","","","185045"
"","","","Smart Light Fixtures","","","185046"
"","","","Smart Lighting Kits & Hubs","","","185047"
"","","","Smart Light Strips","","","185071"
"","","","Smart Lighting Accessories","","","260154"
"","","","Smart Lighting Parts","","","257932"
"","","Ceiling Fans","","","","176937"
"","","Chandeliers & Ceiling Fixtures","","","","117503"
"","","Lamp Shades","","","","20708"
"","","Lamps","","","","112581"
"","","Light Bulbs","","","","20706"
"","","Night Lights","","","","20702"
"","","String Lights, Fairy Lights","","","","116022"
"","","Wall Fixtures","","","","116880"
"","","Lighting Accessories","","","","260153"
"","","Lighting Parts","","","","20705"
"","","Other Lighting & Ceiling Fans","","","","3201"
"","Major Appliances","","","","","20710"
"","","Dishwashers","","","","116023"
"","","Ranges & Cooking Appliances","","","","43563"
"","","","Cooktops","","","71246"
"","","","Ranges & Stoves","","","71250"
"","","","Range Hoods","","","71253"
"","","","Wall Ovens","","","71318"
"","","Refrigerators & Freezers","","","","71258"
"","","","Kegerators","","","155678"
"","","","Mini Fridges","","","71262"
"","","","Refrigerators","","","20713"
"","","","Upright & Chest Freezers","","","71260"
"","","","Wine Fridges & Cellars","","","177750"
"","","Washers & Dryers","","","","42231"
"","","","Dryers","","","71254"
"","","","Washing Machines","","","71256"
"","","","Washer Dryer Combinations & Sets","","","71257"
"","","Major Appliances Parts & Accessories","","","","260308"
"","","","Cooking Appliance Parts","","","43566"
"","","","Cooking Appliance Accessories","","","260136"
"","","","Dishwasher Parts","","","116026"
"","","","Refrigerator & Freezer Parts","","","184666"
"","","","Washer & Dryer Parts","","","99697"
"","","Other Major Appliances","","","","20715"
"","Rugs & Carpets","","","","","20571"
"","","Area Rugs","","","","45510"
"","","Carpet Tiles","","","","136820"
"","","Door Mats & Floor Mats","","","","20573"
"","","Leather, Fur & Sheepskin Rugs","","","","91421"
"","","Runners","","","","20574"
"","","Stair Treads","","","","175517"
"","","Wall-to-Wall Carpeting","","","","175820"
"","","Rug & Carpet Accessories","","","","36956"
"","","Rug & Carpet Tools","","","","260156"
"","","Other Rugs & Carpets","","","","8409"
"","Tools & Workshop Equipment","","","","","631"
"","","Air Tools & Air Compressors","","","","85759"
"","","","Air Blow Guns","","","22660"
"","","","Air Compressors","","","30506"
"","","","Air Cut-Off Tools","","","75675"
"","","","Air Drills","","","42245"
"","","","Air Engraving Pens","","","260159"
"","","","Air Grease & Sealant Guns","","","22779"
"","","","Air Grinders","","","75676"
"","","","Air Hammers","","","42246"
"","","","Air Impact Wrenches","","","260161"
"","","","Air Nailers & Staplers","","","22661"
"","","","Air Ratchet Wrenches","","","42248"
"","","","Air Rivet Guns","","","260162"
"","","","Air Sanders & Polishers","","","42249"
"","","","Air Shears","","","260163"
"","","","Sandblasters","","","43570"
"","","","Air Tool Kits","","","159927"
"","","","Other Air Tools","","","184653"
"","","Power Tools","","","","3247"
"","","","Buffers & Polishers","","","42266"
"","","","Corded Drills","","","184654"
"","","","Cordless Drills","","","184655"
"","","","Drill Presses","","","71296"
"","","","Glue Guns","","","260165"
"","","","Grinders","","","42275"
"","","","Heat Guns","","","66797"
"","","","Impact Drivers","","","168134"
"","","","Impact Wrenches","","","168135"
"","","","Lathes","","","260166"
"","","","Nail & Staple Guns","","","122828"
"","","","Oscillating Tools","","","260167"
"","","","Planers","","","177002"
"","","","Rotary Tools","","","177003"
"","","","Routers & Joiners","","","122829"
"","","","Sanders","","","42284"
"","","","Powder-Actuated Tools","","","260168"
"","","","Power Saws","","","260169"
"","","","","Band Saws","","177016"
"","","","","Circular Saws","","71307"
"","","","","Chop Saws","","260170"
"","","","","Concrete Saws","","260171"
"","","","","Jig Saws","","122834"
"","","","","Miter Saws","","260172"
"","","","","Reciprocating Saws","","20788"
"","","","","Scroll Saws","","260173"
"","","","","Table Saws","","122835"
"","","","","Tile Saws","","122836"
"","","","Screw Guns & Screwdrivers","","","122839"
"","","","Shears & Nibblers","","","260175"
"","","","Welding & Soldering Tools","","","46413"
"","","","Winches","","","66798"
"","","","Power Tool Sets","","","177000"
"","","","Other Power Tools","","","632"
"","","Power Tool & Air Tool Accessories","","","","260176"
"","","","Abrasives","","","260177"
"","","","","Backing Pads","","260178"
"","","","","Detail Sanding Sheets","","260179"
"","","","","Flap Discs","","260181"
"","","","","Grinding Wheels & Cut-Off Wheels","","260182"
"","","","","Polishing & Buffing Pads","","260183"
"","","","","Polishing & Buffing Wheels","","260184"
"","","","","Polishing & Buffing Kits","","260185"
"","","","","Sanding Belts","","260186"
"","","","","Sanding Discs","","260187"
"","","","","Sanding Kits","","260188"
"","","","","Sanding Screens","","260189"
"","","","","Sandpaper Sheets","","260190"
"","","","","Spindle Sanding Sleeves","","260191"
"","","","","Wire Cup Brushes","","260192"
"","","","","Wire Wheel Brushes","","260193"
"","","","","Wood Carving Discs","","260194"
"","","","Air Compressor Accessories","","","260195"
"","","","","Air Compressor Accessory Kits","","260243"
"","","","","Air Hoses","","260196"
"","","","","Air Hose Reels","","260242"
"","","","","Air Pressure Regulators","","260197"
"","","","","Air Tool Fittings","","260198"
"","","","Drill Attachments","","","260199"
"","","","Drill Bits","","","50382"
"","","","Drill Press Accessories","","","260200"
"","","","Jigs & Templates","","","179686"
"","","","Lathe Accessories","","","260201"
"","","","Oscillating Tool Accessories","","","260202"
"","","","Planer Blades","","","260203"
"","","","Power Tool Batteries","","","260204"
"","","","Power Tool Battery Chargers","","","260205"
"","","","Power Tool Lubricants","","","260206"
"","","","Rotary Tool Accessories","","","260207"
"","","","Router Templates & Guides","","","260208"
"","","","Router Bits","","","177001"
"","","","Router Tables","","","75680"
"","","","Saw Accessories","","","260209"
"","","","Saw Blades","","","260210"
"","","","","Band Saw Blades","","260211"
"","","","","Circular Saw Blades","","260212"
"","","","","Diamond Blades","","260213"
"","","","","Jigsaw Blades","","260214"
"","","","","Reciprocating Saw Blades","","260215"
"","","","","Scroll Saw Blades","","260216"
"","","","","Table Saw Blades & Miter Saw Blades","","260217"
"","","","","Other Saw Blades","","122838"
"","","","Sharpening Tools","","","42290"
"","","","Other Power & Air Tool Accessories","","","260219"
"","","Power Tool & Air Tool Replacement Parts","","","","260220"
"","","Hand Tools","","","","3244"
"","","","Awls","","","260221"
"","","","Caulking & Sealant Guns","","","168798"
"","","","Chisels","","","178972"
"","","","Clamps & Vises","","","20761"
"","","","Concrete & Masonry Tools","","","260222"
"","","","Cutting Tools","","","178973"
"","","","Files","","","178974"
"","","","Hammers & Mallets","","","20763"
"","","","Knives & Blades","","","39057"
"","","","Multi-Tools","","","46459"
"","","","Planes","","","122855"
"","","","Pliers","","","82251"
"","","","Pry & Wrecking Bars","","","178999"
"","","","Punches","","","50380"
"","","","Putty Knives & Scrapers","","","178970"
"","","","Rivet Tools","","","260223"
"","","","Saws","","","122853"
"","","","Screwdrivers & Nutdrivers","","","42255"
"","","","Shears & Snips","","","260158"
"","","","Staplers","","","260224"
"","","","Taps & Dies","","","46458"
"","","","Trowels","","","168791"
"","","","Winches","","","66796"
"","","","Wire Brushes","","","178971"
"","","","Wrenches","","","20770"
"","","","","Adjustable Wrenches","","20771"
"","","","","Box Wrenches","","260225"
"","","","","Combination Wrenches","","260226"
"","","","","Crowfoot Wrenches","","260227"
"","","","","Flare Nut Wrenches","","260228"
"","","","","Hex Keys & Hex Wrenches","","42258"
"","","","","Open End Wrenches","","260229"
"","","","","Pipe Wrenches","","20772"
"","","","","Ratchet Wrenches","","84236"
"","","","","Socket Wrenches","","84237"
"","","","","Strap Wrenches","","260230"
"","","","","Torque Wrenches","","42265"
"","","","","Wrench Sets","","29527"
"","","","","Other Wrenches","","19785"
"","","","Hand Tool Sets","","","23782"
"","","","Other Hand Tools","","","303"
"","","Hand Tool Accessories","","","","260231"
"","","Hand Tool Replacement Parts","","","","260232"
"","","Manuals & Guides","","","","171208"
"","","Measuring & Layout Tools","","","","29523"
"","","","Calipers","","","29525"
"","","","Chalk Lines & Marking Tools","","","178968"
"","","","Electrical Testers","","","126406"
"","","","Laser Measuring Tools","","","126396"
"","","","Levels","","","42629"
"","","","Measuring Tapes & Rulers","","","29524"
"","","","Meters, Sensors & Probes","","","42291"
"","","","Plumb Bobs","","","178969"
"","","","Scales","","","42628"
"","","","Squares","","","42253"
"","","","Thermometers","","","130115"
"","","","Other Measuring & Layout Tools","","","42632"
"","","Safety & Protective Gear","","","","43614"
"","","","Bump Caps","","","260233"
"","","","Face Shields","","","260234"
"","","","Fire Extinguishers","","","98854"
"","","","Gloves & Pads","","","43616"
"","","","Hard Hats","","","260235"
"","","","Respirators & Face Masks","","","260236"
"","","","Safety Glasses & Goggles","","","260237"
"","","","Other Safety & Protective Gear","","","20798"
"","","Tool Boxes & Storage","","","","130140"
"","","","Tool Bags, Belts & Pouches","","","42362"
"","","","Shelving & Racking Systems","","","30543"
"","","","Tool Boxes","","","33089"
"","","","Tool Cabinets","","","185030"
"","","","Organizers","","","130142"
"","","","Wall Tool Racks","","","130145"
"","","","Other Tool Storage","","","42633"
"","","Workshop Equipment","","","","42622"
"","","","Flashlights & Work Lights","","","126393"
"","","","Furniture Dollies & Castors","","","130147"
"","","","Jacks, Stands & Sawhorses","","","43593"
"","","","Ladders","","","112567"
"","","","Sanding Paper","","","130149"
"","","","Scaffolding","","","260239"
"","","","Tie Downs & Straps","","","85917"
"","","","Tool & Equipment Trolleys","","","46496"
"","","","Wet & Dry Vacuum Cleaners","","","184337"
"","","","Work Benches","","","33088"
"","","","Workshop Equipment Accessories","","","260241"
"","","","Workshop Equipment Replacement Parts","","","260240"
"","","Other Tools & Workshop Equipment","","","","11704"
"","Wedding Supplies","","","","","11827"
"","","Aisle Runners","","","","102423"
"","","Balloons","","","","20934"
"","","Candles & Candle Holders","","","","20936"
"","","Card Boxes & Wishing Wells","","","","168189"
"","","Centerpieces & Table Décor","","","","159928"
"","","Confetti","","","","98733"
"","","Disposable Cameras","","","","177763"
"","","Flowers, Petals & Garlands","","","","20938"
"","","Glassware","","","","102467"
"","","Guest Books & Pens","","","","20940"
"","","Invitations & Stationery","","","","102469"
"","","Organizers & Planners","","","","102468"
"","","Photo Albums","","","","102473"
"","","Ribbons & Bows","","","","20941"
"","","Ring Pillows & Flower Baskets","","","","177762"
"","","Tableware & Serveware","","","","33161"
"","","Tulle","","","","20942"
"","","Venue Decorations","","","","102430"
"","","Wedding Cake Servers & Knives","","","","102466"
"","","Wedding Cake Stands & Plates","","","","102424"
"","","Wedding Cake Toppers","","","","20935"
"","","Wedding Favors","","","","33156"
"","","Other Wedding Supplies","","","","3268"
"","Window Treatments & Hardware","","","","","63514"
"","","Blinds & Shades","","","","20585"
"","","Cornices & Valances","","","","260060"
"","","Curtains & Drapes","","","","45515"
"","","Shutters","","","","66799"
"","","Stained Glass Panels","","","","260061"
"","","Window Film","","","","175757"
"","","Curtain Rods & Hardware","","","","103459"
"","","Replacement Parts","","","","103458"
"","","Other Window Treatments","","","","63515"
"","Yard, Garden & Outdoor Living","","","","","159912"
"","","Bird & Wildlife Accessories","","","","75578"
"","","","Bat & Butterfly Houses","","","43532"
"","","","Birdbaths","","","20500"
"","","","Birdhouses","","","20502"
"","","","Nectar Feeders","","","42349"
"","","","Seed Feeders","","","42350"
"","","","Other Bird & Wildlife Accs","","","75579"
"","","Composting & Yard Waste","","","","181020"
"","","","Compost Accelerators","","","181021"
"","","","Compost Aerators","","","159427"
"","","","Compost Worms","","","181022"
"","","","Garden Compost Bins","","","181023"
"","","","Garden Incinerators","","","181442"
"","","","Garden Waste Bags","","","181024"
"","","","Garden Waste Bins","","","181025"
"","","","Other Composting & Yard Waste","","","181026"
"","","Garden Clothing & Gear","","","","159473"
"","","","Clothing & Protective Gear","","","20545"
"","","","Garden Kneelers, Pads & Seats","","","75669"
"","","","Gardening Boots & Shoes","","","139861"
"","","","Gardening Gloves","","","139864"
"","","","Tool Carriers, Aprons & Belts","","","75668"
"","","","Other Garden Clothing & Gear","","","25873"
"","","Garden Décor","","","","20498"
"","","","Decorative Stepping Stones","","","118863"
"","","","Flags","","","43533"
"","","","Flag Poles & Parts","","","43536"
"","","","Garden Plaques & Signs","","","75592"
"","","","Outdoor Thermometers","","","75601"
"","","","Plant Stands","","","29514"
"","","","Rain Gauges","","","75593"
"","","","Statues & Lawn Ornaments","","","29511"
"","","","Sundials","","","10025"
"","","","Weathervanes","","","20512"
"","","","Weather Stations","","","48624"
"","","","Wind Chimes","","","20513"
"","","","Windmills & Wind Spinners","","","115772"
"","","","Other Garden Décor","","","2034"
"","","Garden Fencing","","","","177032"
"","","","Chain Link Fencing","","","180984"
"","","","Electric Fencing","","","157815"
"","","","Hardware Cloth, Metal Mesh","","","180985"
"","","","Fence Panels","","","139946"
"","","","Fence Pickets","","","180986"
"","","","Fence Posts","","","139949"
"","","","Fencing Clips & Brackets","","","180987"
"","","","Gabion Baskets & Gabion Stones","","","157816"
"","","","Garden Gates","","","139948"
"","","","Post Bases, Supports & Spikes","","","180988"
"","","","Post Caps","","","180989"
"","","","Post Drivers","","","180990"
"","","","Privacy Screens, Windscreens","","","180991"
"","","","Railings","","","139950"
"","","","Trellises","","","43538"
"","","","Other Garden Fencing","","","177033"
"","","Garden Structures & Shade","","","","177017"
"","","","Arbors & Arches","","","180993"
"","","","Awnings & Canopies","","","180992"
"","","","Awning Parts & Accessories","","","161045"
"","","","Bridges","","","115773"
"","","","Garden & Storage Sheds","","","139956"
"","","","Gazebos","","","180995"
"","","","Gazebo Parts & Accessories","","","159472"
"","","","Greenhouses & Cold Frames","","","139939"
"","","","Log Cabins & Summerhouses","","","122860"
"","","","Marquees & Tents","","","180994"
"","","","Pergolas","","","180996"
"","","","Shade Sails","","","180997"
"","","","Trash Can Storage","","","161059"
"","","","Umbrellas","","","180998"
"","","","Umbrella Stands","","","180999"
"","","","Other Structures & Shade","","","177026"
"","","Garden Tools & Equipment","","","","181033"
"","","","Axes & Hatchets","","","151620"
"","","","Bonsai Tools","","","75664"
"","","","Forks","","","122906"
"","","","Fruit Pickers","","","181010"
"","","","Hedge & Grass Shears","","","139872"
"","","","Hoes & Cultivators","","","118868"
"","","","Lawn Aerators","","","115775"
"","","","Lawn Rollers","","","161015"
"","","","Loppers","","","139868"
"","","","Manual Edgers","","","178980"
"","","","Mattocks & Picks","","","178982"
"","","","Post Hole Diggers & Augers","","","178981"
"","","","Pruning Shears & Snips","","","139871"
"","","","Rakes","","","118864"
"","","","Saws","","","139869"
"","","","Scythes & Sickles","","","139870"
"","","","Shovels","","","178983"
"","","","Trowels","","","122907"
"","","","Wheelbarrows, Carts & Wagons","","","75671"
"","","","Garden Tool Racks","","","181011"
"","","","Garden Tool Sets","","","118867"
"","","","Parts & Accessories","","","178978"
"","","","Other Garden Tools & Equipment","","","3186"
"","","Hydroponics & Seed Starting","","","","43554"
"","","","Environmental Controls","","","178985"
"","","","Grow Light Ballasts","","","179016"
"","","","Grow Light Bulbs","","","178988"
"","","","Grow Light Kits","","","178989"
"","","","Grow Light Parts & Accessories","","","178987"
"","","","Growing Media","","","178990"
"","","","Hydroponic Systems","","","178991"
"","","","Hydroponic Parts & Accessories","","","179022"
"","","","Nutrients, pH & Supplements","","","178992"
"","","","Seed Starting & Cloning","","","178986"
"","","","Tents, Tarps & Shelves","","","178993"
"","","","Other Hydroponics","","","20546"
"","","Landscaping & Garden Materials","","","","181027"
"","","","Anchor Pins, Staples & Stakes","","","181028"
"","","","Edging & Borders","","","161008"
"","","","Ground Reinforcement Grids","","","181029"
"","","","Landscape Fabric","","","181030"
"","","","Landscape Rocks & Pebbles","","","118861"
"","","","Paving & Decking","","","118858"
"","","","","Deck Boards & Tiles","","118860"
"","","","","Decking Fixtures & Spacers","","181016"
"","","","","Outdoor Cleaners","","181017"
"","","","","Pavers & Step Stones","","118859"
"","","","","Paver Molds","","181018"
"","","","","Other Paving & Decking","","59042"
"","","","Railroad Ties","","","112585"
"","","","Synthetic Grass","","","181031"
"","","","Other Landscaping Materials","","","181032"
"","","Lawn Mowers","","","","43560"
"","","","Riding Lawn Mowers","","","177021"
"","","","Robotic Lawn Mowers","","","259625"
"","","","Walk-Behind Lawn Mowers","","","71272"
"","","","Lawn Mower Parts & Accessories","","","82248"
"","","","Other Lawn Mowers","","","159929"
"","","Plant Care, Soil & Accessories","","","","179308"
"","","","Bark Mulch & Wood Chips","","","159419"
"","","","Baskets, Pots & Window Boxes","","","20518"
"","","","Fertilizers","","","119683"
"","","","Frost Protection","","","139001"
"","","","Garden Sprayers","","","178984"
"","","","Moisture & pH Meters","","","75670"
"","","","Plant Hooks & Hangers","","","134671"
"","","","Plant Labels","","","181000"
"","","","Plant Ties & Supports","","","181001"
"","","","Planter Liners","","","181002"
"","","","Pot Saucers","","","159458"
"","","","Seeders & Spreaders","","","118869"
"","","","Seed Starting Pots & Trays","","","159452"
"","","","Self Watering Aids","","","159455"
"","","","Soil & Soil Amendments","","","159406"
"","","","Other Plant Care & Accessories","","","25876"
"","","Outdoor Cooking & Eating","","","","149242"
"","","","Barbecues, Grills & Smokers","","","151621"
"","","","Barbecue & Grill Covers","","","79686"
"","","","BBQ Tools & Accessories","","","20725"
"","","","BBQ & Grill Replacement Parts","","","177018"
"","","","Fire Pits & Chimineas","","","85916"
"","","","Firewood & Charcoal","","","84089"
"","","","Ice Chests & Coolers","","","79691"
"","","","Picnic Baskets & Accessories","","","79692"
"","","","Other Outdoor Cooking & Eating","","","159926"
"","","Outdoor Lighting","","","","42154"
"","","","Garden & Patio Torches","","","183391"
"","","","Landscape & Walkway Lights","","","94940"
"","","","Outdoor Décor Candle Lanterns","","","183392"
"","","","Outdoor Security & Floodlights","","","183393"
"","","","Outdoor String Lights","","","183394"
"","","","Outdoor Wall & Porch Lights","","","94939"
"","","","Other Outdoor Lighting","","","20509"
"","","Outdoor Power Equipment","","","","29518"
"","","","Chainsaws","","","42226"
"","","","Chainsaw Parts & Accs","","","85915"
"","","","Chippers, Shredders & Mulchers","","","42228"
"","","","Edgers","","","71266"
"","","","Multi Purpose Engines","","","79670"
"","","","Generators","","","33082"
"","","","Grass Shears","","","161001"
"","","","Hedge Trimmers","","","71268"
"","","","Hole Diggers & Augers","","","169164"
"","","","Leaf Blowers & Vacuums","","","71273"
"","","","Leaf Blower & Vacuum Parts","","","159930"
"","","","Log Splitters","","","39019"
"","","","Pressure Washers","","","50388"
"","","","Snow Blowers","","","42230"
"","","","Snow Blower Parts & Accs","","","259654"
"","","","String Trimmers","","","71277"
"","","","String Trimmer Parts & Accs","","","71278"
"","","","Tillers","","","29519"
"","","","Other Outdoor Power Equipment","","","29520"
"","","Patio & Garden Furniture","","","","25863"
"","","","Hammocks","","","20719"
"","","","Loungers","","","79684"
"","","","Outdoor Furniture Covers","","","177031"
"","","","Patio Chairs, Swings & Benches","","","79682"
"","","","Patio Furniture Cushions & Pads","","","79683"
"","","","Patio Heaters","","","106402"
"","","","Patio & Garden Furniture Sets","","","139849"
"","","","Patio & Garden Tables","","","112590"
"","","","Serving Carts","","","138995"
"","","","Storage Deck Boxes","","","184533"
"","","","Other Patio & Garden Furniture","","","10035"
"","","Plants, Seeds & Bulbs","","","","181003"
"","","","Cultivated Turf","","","181004"
"","","","Moss","","","181005"
"","","","Mushrooms, Spawns & Kits","","","181006"
"","","","Plants & Seedlings","","","19617"
"","","","","Annuals & Biennials","","20527"
"","","","","Bamboo","","119658"
"","","","","Bonsai","","20524"
"","","","","Bushes & Shrubs","","3185"
"","","","","Cacti & Succulents","","42211"
"","","","","Carnivorous Plants","","181019"
"","","","","Ferns","","75606"
"","","","","Fruits","","139004"
"","","","","Herbs","","42214"
"","","","","Houseplants","","119688"
"","","","","Orchids","","42218"
"","","","","Ornamental Grasses","","42220"
"","","","","Perennials","","20529"
"","","","","Roses","","40608"
"","","","","Trees","","42351"
